,design,system design,development,analysis,concept design,knowledge engineering,processing,review,system integration,evaluation,product design,detailed,information search,product support,engine analysis,knowledge management,manufacturing,optimization,creation,check,reasoning,system specification,training,decision support,failure,acquisition,product data management,knowledge capture,link analysis,detailed design,inference,manufacture,knowledge interaction,navigation,semantic representation,information classification,data validation,knowledge based engineering,resource description,system identification,data storage,information sharing,knowledge classification,mission analysis,scheduling,access product design data,configuration management,certification,test report,data visualization,knowledge base building,feature processing,archive,preliminary design,solving,project planning,system synthesis,dissemination,knowledge storage,ontology modeling,flight test,express ontology,plm,failure management,ground test,disciplinary analysis,life cycle simulation,business process integration,knowledge exploration,design space visualization,product verification,general assembly,conceptual modelling,multidisciplinary modeling,problem solving,workflow management,knowledge discovery,ontological engineering,mdao,calculation report,customer service,automated reasoning,authoring,system arch,context inference,information clustering,flight test report,recycling,information push,tooling development,nation decision,manufacturing preparation,alm,share documents,analyzing,structural solver,generate fem model,crawling,summarizing,enterprise resource planning,mdo process formulation,design blueprint,physical sensing,semantic lexicon,airworthiness test,system architecting,design concepts formalization,convert file formats,digital mockup,issue tc pc ac certification,processe data,access,word,expert systems,api,product data management system,express application,share point,excel,google,matlab,protégé,data mining,catia,eclipse,reasoner,tr,java application,learning tools,file server,web server,outlook,workflow systems,wikipedia,solidworks,oracle,rce,optimus,modelcenter,python application,visualization package,cad programming interface,sas,sumo,tigl,brics,flops,aaa,isight,tixi,spss,openmdao,ceasiom,tornado,git,ideas,prado,cloud visualization,imagenet,triple store,ug,networkx,syndeia,jade,fortran application,oracle server,whatsopt,janus,multilinq,proteus,texttoonto,pykechain,semsearch,brics technology,saxon,fsms,cfview,vivisimo,solidedge,mopcssoviz,daedalus,kaon,davetools,pest,description,knowledge base,system definition,material,ontology,difficulty,knowledge graph,cad,section description,image,quantity,taxonomy,metadata,manufacturing method,video,cad representation,audio,measurement data,design parts,documents,business logic,animation,mind map,bom,forms,explicit geometry,word doc,object definitions,sysml model,process definitions,assemblies,freebase,capp,images,external web page,cfd simulation data,tooling parts,cfd code,lexical data,tools needed,babelnet,implicit geometry,live video,ikewiki,animations,sweetwiki,express,uml,python,aerospace ontology,sql,sysml,sparql,owl dl,vba,wordnet,nosql,cmdows,kadmos,postgresql,rds,bfo,openvsp,cypher,xquery,nasa taxonomy,codex,mdax,rvf,cco,vampzero,topic maps,fortan,dtad,multiwordnet,serql,addam,yawl,step,database,add,xml,owl,rdf,html,pdf,json,direct api,cpacs,ms word,iges,csv,vrml,soap,flash,ms excel,stl,dxf,jpeg,txt,mpeg,parasolid,acis,gif,igs,png,postscript,mov,jpg,dwf,flat file,jpgs,dwg,tiff,wmv,wav,wrp
nasa taxonomy,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,4,3,4,2,4,3,1,2,2,3,4,2,3,3,3,3,1,1,2,2,2,2,3,1,2,1,0,3,1,2,2,1,1,3,2,2,2,2,1,1,2,2,2,0,2,0,1,0,2,1,1,2,2,0,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,2,3,2,1,2,4,1,2,2,1,2,0,1,0,1,0,1,1,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,4,2,2,2,2,3,4,1,1,2,1,0,2,0,1,1,0,2,0,0,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
codex,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,2,2,2,3,1,3,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,0,2,1,1,0,0,0,2,2,0,2,0,1,1,1,1,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,2,2,1,1,2,1,1,1,1,1,1,0,0,0,1,1,0,2,2,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,2,3,2,1,3,1,3,3,0,1,1,2,1,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mdax,2,2,2,2,1,1,0,1,1,1,2,2,1,2,2,1,2,2,2,2,0,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rvf,2,2,2,2,1,1,0,1,1,1,2,2,1,2,2,1,2,2,2,2,0,1,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cco,2,2,2,2,2,2,2,2,2,1,1,0,1,2,1,2,1,0,2,1,2,2,1,1,2,1,1,1,2,0,1,0,2,0,0,2,0,1,1,1,0,0,2,1,1,1,0,0,2,0,0,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,2,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,0,1,1,0,1,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,2,1,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vampzero,2,2,2,2,2,2,2,1,2,2,1,2,0,1,2,2,0,2,2,2,1,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,1,1,0,1,1,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
topic maps,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fortan,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dtad,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiwordnet,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serql,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
addam,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
yawl,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
step,150,148,146,144,130,119,118,117,113,117,115,113,110,108,105,100,98,100,95,96,83,80,84,81,78,73,71,70,69,67,66,66,60,60,52,56,48,50,48,51,48,47,48,47,47,45,43,42,37,40,39,37,37,37,37,31,29,30,28,27,27,26,27,24,23,25,25,23,22,19,19,16,17,19,19,15,14,13,13,12,10,10,9,9,9,7,7,7,5,6,6,5,5,4,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,137,94,77,69,65,56,45,39,33,32,25,26,26,25,19,20,22,21,21,21,20,17,17,15,13,14,12,11,10,9,9,9,8,8,7,6,7,7,6,6,5,5,6,6,5,5,4,4,3,3,3,3,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,0,1,135,128,101,102,88,76,72,72,65,63,60,51,48,48,45,29,26,24,23,24,17,16,12,12,11,9,7,7,6,6,4,4,5,5,3,3,3,2,2,2,2,1,1,1,1,1,107,47,43,32,27,28,21,16,12,9,9,9,8,8,5,5,5,5,4,4,3,2,2,2,2,1,1,1,1,1,1,1,150,129,121,99,54,45,36,29,23,21,20,15,13,13,9,10,9,5,5,4,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1
database,138,136,134,133,119,109,116,106,104,110,106,102,107,99,99,95,89,94,91,87,79,75,78,74,74,65,68,62,67,62,64,59,56,58,51,49,46,46,43,46,43,43,43,43,46,39,42,37,38,40,37,39,38,33,33,30,28,28,22,26,28,25,26,23,23,23,24,19,21,19,20,16,15,17,18,15,14,12,10,9,9,10,9,10,9,8,7,7,5,5,6,4,4,4,4,3,3,3,3,1,2,2,2,1,1,0,1,1,1,1,1,125,89,71,67,63,52,46,36,35,33,23,24,23,24,21,20,20,18,19,19,19,17,17,15,14,12,9,11,9,8,8,8,9,7,6,7,7,7,5,6,6,6,6,6,4,5,4,4,3,3,2,3,3,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,120,117,93,97,82,71,68,64,57,62,59,49,48,41,46,27,25,25,22,24,14,16,11,11,11,8,7,7,5,6,5,5,5,4,3,3,2,2,2,2,2,1,1,1,1,1,99,41,42,30,29,25,24,14,12,10,9,7,6,8,6,5,6,5,5,4,3,2,2,2,2,1,1,1,1,1,1,1,129,138,115,93,50,42,37,30,24,21,18,14,10,13,10,9,9,5,5,3,4,4,4,4,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1
add,130,128,128,127,113,104,107,100,101,105,103,103,97,96,100,90,81,86,86,88,71,74,73,72,72,63,64,63,63,62,58,55,53,59,46,50,43,41,45,41,44,44,43,44,43,37,36,39,35,37,32,35,35,35,31,27,25,28,23,24,24,22,23,23,24,22,22,21,21,20,19,15,16,16,18,13,14,11,11,9,9,10,10,9,7,6,5,7,6,5,6,4,5,4,4,3,3,3,2,1,2,2,2,2,1,1,1,1,1,1,1,122,84,69,66,57,45,43,37,32,34,20,23,21,23,20,20,18,21,17,18,20,16,15,12,13,12,11,11,10,8,7,9,7,7,5,7,7,7,5,6,6,6,6,6,4,5,4,3,3,2,3,3,2,2,2,1,1,1,2,0,2,2,0,1,1,1,1,1,0,1,0,1,1,115,111,95,91,75,70,62,62,54,60,59,46,45,37,42,28,24,23,21,24,15,14,10,11,11,7,7,5,6,6,5,4,4,4,2,3,2,2,2,2,1,1,1,1,1,1,94,38,44,27,29,24,21,14,11,7,9,7,6,8,6,4,6,5,5,4,3,1,1,1,2,1,1,1,0,1,1,1,121,115,131,88,46,36,33,28,24,19,19,15,11,11,8,9,9,5,4,3,4,4,4,4,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1
xml,106,104,105,100,92,78,83,82,85,85,81,82,73,73,77,64,69,73,69,65,55,64,54,56,50,46,55,43,52,57,46,49,41,44,39,36,36,34,34,35,40,33,29,35,31,33,38,32,30,36,30,30,25,27,24,24,23,24,21,19,24,18,25,17,19,21,17,15,15,19,17,15,12,15,12,15,10,6,13,11,8,10,8,6,5,5,4,5,4,4,5,3,4,3,4,2,2,3,2,2,1,2,2,1,1,1,1,1,1,1,1,98,60,50,52,50,43,34,29,22,25,18,12,20,22,15,14,17,18,19,18,17,17,11,11,14,14,12,11,6,8,9,5,7,8,7,5,5,7,6,5,5,5,4,5,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,0,2,1,1,0,0,1,1,1,1,1,0,1,1,96,85,76,75,60,50,49,56,51,42,46,34,38,33,29,25,15,19,20,19,13,13,6,8,5,7,7,7,5,5,5,2,4,3,2,3,2,2,2,2,1,1,1,1,1,1,75,37,34,20,24,20,19,10,8,7,8,9,8,5,3,3,4,3,5,4,3,2,2,0,2,1,1,1,0,0,1,1,99,93,88,107,38,33,32,21,21,15,19,8,10,11,10,10,5,5,5,3,2,4,3,3,2,3,3,3,2,2,2,1,1,1,1,1,1,1,1
owl,61,60,60,57,59,57,50,50,49,47,45,45,52,39,45,42,44,35,43,37,47,33,33,37,23,34,29,36,31,28,40,30,29,22,32,26,19,25,25,21,18,26,23,16,12,21,14,9,18,13,22,18,16,15,13,10,9,14,14,18,6,20,11,7,9,10,9,12,13,7,7,8,9,5,6,7,10,12,1,5,3,5,8,5,7,4,1,5,2,4,4,1,3,2,2,0,0,1,2,1,0,1,1,2,0,1,0,1,0,0,1,59,46,36,27,26,25,13,11,15,8,20,13,11,8,22,11,7,12,4,5,6,6,9,6,5,0,2,1,1,3,1,3,6,2,0,0,1,1,0,1,1,1,0,2,1,0,2,2,3,2,0,3,2,0,0,0,1,0,0,2,0,1,0,1,1,1,1,0,0,1,1,0,0,59,58,46,46,61,29,35,27,33,27,24,29,27,18,21,11,12,13,6,12,10,8,5,6,2,5,3,1,4,0,3,2,0,4,1,0,3,0,0,0,2,0,1,1,0,1,52,28,11,21,9,13,24,17,3,7,3,0,0,3,0,5,1,3,1,1,2,0,0,1,0,1,0,1,1,1,0,1,54,50,46,38,62,39,18,16,12,8,3,5,3,5,4,6,2,1,2,2,2,2,4,1,3,2,3,1,1,2,1,1,0,1,1,1,1,1,1
rdf,49,48,47,47,47,47,42,40,34,36,32,33,40,29,37,35,32,28,35,28,37,25,25,28,20,25,22,25,28,20,31,22,28,19,26,20,16,20,22,16,16,21,17,16,15,15,11,8,18,8,18,17,13,11,13,11,10,11,12,14,8,17,8,8,10,10,5,10,11,6,5,5,7,3,6,6,9,9,1,4,3,5,6,4,7,3,2,1,2,3,4,1,1,2,1,0,0,2,0,1,0,1,1,2,0,0,0,1,0,0,1,46,39,26,22,20,23,14,9,13,6,13,12,6,7,16,9,5,14,3,4,4,6,8,4,4,0,2,1,2,1,2,2,6,1,0,1,1,1,0,0,0,1,1,2,1,0,3,2,2,0,0,2,0,0,0,0,1,0,0,2,0,2,0,1,0,1,1,0,0,1,1,0,0,47,48,33,35,48,22,32,20,26,24,19,23,25,15,17,10,9,9,4,9,8,5,3,4,3,4,3,1,3,0,3,3,0,2,1,0,2,0,1,1,2,0,1,1,0,1,40,21,9,22,12,10,23,13,2,7,2,0,0,5,1,5,0,3,1,1,1,0,0,2,0,1,0,1,1,1,0,1,45,42,36,33,39,49,18,15,7,9,1,4,2,4,4,6,2,1,2,2,2,2,4,0,3,2,2,1,1,2,1,1,0,1,1,1,1,1,1
html,40,40,40,38,34,35,37,35,30,32,30,29,35,30,32,33,29,25,34,23,25,23,26,26,20,22,19,21,22,19,21,22,23,20,20,18,11,15,18,16,17,17,17,13,15,14,11,9,14,15,16,20,16,9,12,9,10,14,11,9,9,9,10,10,9,9,9,7,8,10,5,5,5,7,6,5,6,5,2,2,2,4,7,3,6,3,3,3,2,1,3,2,3,1,2,0,0,3,0,2,0,1,1,0,0,0,0,1,0,0,0,39,34,22,24,19,21,15,11,11,7,9,8,8,9,5,5,11,11,9,10,6,7,9,7,7,3,1,3,1,4,4,1,4,2,1,2,0,2,1,3,0,0,0,1,3,0,1,1,3,0,0,1,1,0,2,0,2,0,0,1,0,2,0,1,0,0,1,1,1,1,1,1,1,36,38,28,29,29,25,27,21,20,23,16,16,20,17,21,12,13,5,9,15,8,9,4,4,6,3,3,2,1,2,3,2,2,2,1,0,1,1,0,1,2,0,1,1,0,1,34,16,8,10,12,7,10,5,3,5,2,2,1,4,1,3,0,2,2,0,1,0,0,1,0,0,0,0,1,1,0,0,36,37,33,32,18,18,40,15,11,9,4,5,3,5,7,5,4,2,3,3,3,2,4,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1
