;system design;concept design;knowledge engineering;system integration;product design;knowledge management;product support;decision support;link analysis;detailed design;test report;information search;feature processing;resource description;system specification;product data management;knowledge capture;access product design data;system identification;engine analysis;configuration management;data validation;information classification;data storage;knowledge base building;semantic representation;knowledge classification;knowledge storage;project planning;business process integration;failure management;preliminary design;data visualization;information sharing;ground test;calculation report;design space visualization;mission analysis;life cycle simulation;flight test;product verification;knowledge exploration;knowledge discovery;customer service;general assembly;context inference;ontology modeling;conceptual modelling;workflow management;flight test report;system synthesis;multidisciplinary modeling;express ontology;knowledge based engineering;information push;enterprise resource planning;disciplinary analysis;descriptive information generation;physical sensing;ontological engineering;information clustering;automated reasoning;structural solver;manufacturing preparation;problem solving;multimedia document processing;terminology recognition;nation decision;design blueprint;tooling development;share documents;mdo process formulation;generate fem model;semantic lexicon;design concepts formalization;airworthiness test;interest profiling;activity profiling;system architecting;wf execution;convert file formats;accessory manufacture;managing project files;digital mockup;identify different tooling types;engine accessory purchase;semantic information transferring;issue tc pc ac certification;software interlinking;wide body transports;knowlege graph construction;pattern analyis;knowledge systematisation;processe data;product data management system;share point;express application;expert systems;web server;file server;java application;workflow systems;data mining;visualization package;engineering java programming;python application;learning tools;cloud visualization;cad programming interface;triple store;fortran application;oracle server;surrogate model repository;eclipse plugin;inverted index;optimus workflow management tool;brics technology;nextgen avionics systems;vampzero element;jupyter notebook;gkn fokker;electronic bulletin boards;nasa ames function table processor scripts;knowledge mangement tool;cad representation vdsm;software interlinking tools;cpacspy library;qfview web interface;swf software package rce;knowledge base;system definition;section description;measurement data;manufacturing method;external web page;cad representation;mind map;explicit geometry;live video;cfd simulation data;cfd code;implicit geometry;design parts;sysml model;word doc;lexical data;process definitions;object definitions;point clouds;tooling parts;pdf files;word processor documents;tools needed;formatted documents;direct api;ms word;flat file;ms excel;owl dl;topic maps;aerospace ontology;nasa taxonomy;orbital space environment domain ontology;airspace system ontology;bond graphs
Hughes et al. - 2001 - Development of a design support tool for fluid pow;0;0;0;0;0;0;0;0;0;0;11202;0;0;0;0;0;0;5825;0;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;13210;0;0;0;0;0;0;4115;-1;1923;-1;-1;0;-1;-1;0;0;-1;-1;0;0;-1;0;0;0;0;0;6867;0;0;0;0;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;-1;-1;0;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Mokhtar und Fatahi Valilai - 2013 - Developing a STEP-Compliant multiagent on an inter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
RESEARCH und NEUILLY-SUR-SEINE (FRANCE) - 2012 - Conceptual Modeling (CM) for Military Modeling and;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1340;0;5539;0;0;0;0;0;0;0;0;0;0;-1;1524;0;0;0;0;0;0;4854;1055;-1;0;0;0;0;1908;2147;-1;0;0;0;0;0;0;-1;0;0;0;-1;0;65222;-1;0;0;-1;-1;-1;0;-1;0;-1;0;-1;-1;-1;0;273363;-1;-1;-1;0;-1;0;0;0;0;0;0;15093;-1;0;0;0;0;0;0;287828;0;8327;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;5836;2266;0;-1;64243;0;0;0;0;0;0;-1;-1;0;13457;0;37461;0;0;0;0;0;0;0;0;0;-1;0
Krieglsteiner et al. - 2019 - Definition and representation of stiffened shell s;0;0;0;0;0;0;0;0;-1;0;-1;2366;0;0;-1;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;0;-1;0;0;-1;0;0;0;0;0;0;7449;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0
Cornford und Feather - 2016 - Model Based Mission Assurance in a Model Based Sys;0;0;0;0;0;0;0;0;0;0;0;0;6600;0;0;0;2073;3329;0;0;0;0;1197;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1669;0;0;-1;0;0;0;-1;0;0;-1;0;-1;-1;0;0;-1;26487;-1;-1;0;0;0;0;0;0;0;0;0;0;0;3345;0;0;0;0;0;0;-1;-1;0;-1;0;-1;0;0;21069;-1;0;-1;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1575;0;0;0;0;0;0;0;0;0;-1;0
Deokattey et al. - 2015 - Knowledge Organization Research An overview;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;2128;0;-1;-1;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;-1;0;-1;4828;-1;0;-1;0;5853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;2285;0;0;0;0;0;0;43932;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
Snyder - 2010 - Conceptual Design and Analysis of Service Oriented;0;0;2342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3570;0;0;0;-1;0;0;0;0;11253;0;18257;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;-1;1278;0;-1;0;14136;0;0;0;-1;0;-1;1142;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;-1;-1;-1;0;-1;0;-1;0;0;-1;-1;0;12151;-1;-1;0;-1;-1;0;1199;0;0;0;0;0;0;0;0;0;0;0;0;30918;0;-1;1775;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;5072;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Asare - 2018 - An integrated product, process and resource modeli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3822;0;0;-1;0;0;0;-1;0;0;1384;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;4601;-1;-1;-1;155131;0;0;2068;3872;-1;0;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;-1;-1;0;7295;0;-1;0;-1;14367;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;-1;11481;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Torres et al. - 2021 - A systematic literature review of cross-domain mod;0;0;0;0;0;0;0;4307;2161;1805;-1;0;12919;0;0;0;0;0;0;0;0;0;0;-1;2496;0;0;-1;10545;0;0;-1;0;0;0;6497;0;0;0;-1;0;0;0;0;0;1309;0;0;-1;-1;-1;0;15374;0;-1;-1;0;-1;0;0;-1;0;0;0;0;0;0;6356;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;1690;0;0;0;0;0;0;0;0;0;0;-1;-1;10582;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Paventhan - 2007 - Grid approaches to data-driven scientific and engi;0;1933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;1234;0;-1;0;1618;0;0;-1;0;0;1149;0;0;0;7660;0;0;0;0;0;0;0;0;0;0;1408;-1;-1;0;0;0;8240;-1;-1;0;-1;0;0;0;0;0;-1;0;6869;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;-1;0;-1;13716;-1;0;0;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;3167;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;12483;0;0;0;0;0;-1;0;-1;0;0;0;0;-1;0;0;28195;1456;28025;0;0;0;0;0;0;0;0;0;-1;0
Wu et al. - 2022 - Critical review of data-driven decision-making in ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;2017;0;28110;0;0;0;0;14019;0;0;0;0;0;1347;0;0;-1;0;0;0;0;0;0;10863;8768;0;0;0;0;0;42625;5789;0;-1;0;0;2144;6304;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;2450;-1;-1;0;0;-1;0;-1;0;45655;0;-1;0;0;0;-1;0;-1;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;35888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
Ma - 2009 - Towards Semantic Interoperability of Collaborative;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1170;0;0;0;0;0;0;4747;0;-1;0;1518;0;0;-1;0;0;0;0;0;0;1699;0;0;-1;0;0;0;-1;0;0;0;-1;-1;0;-1;0;0;7859;0;-1;0;-1;-1;0;0;0;0;0;0;24837;0;-1;0;0;-1;0;0;-1;0;0;0;-1;0;-1;0;0;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Fazeli et al. - 2022 - BIM-integrated TOPSIS-Fuzzy framework to optimize ;0;0;0;0;0;0;0;0;1077;0;1610;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;20475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;-1;-1;-1;0;15864;-1;-1;0;0;0;0;1126;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;12664;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;6561;0;0;0;0;0;0;0;0;-1;0
Muniswamy-Reddy et al. - 2008 - Layering in provenance-aware storage systems;0;0;0;0;0;0;15093;0;0;-1;0;0;0;0;0;0;0;16598;0;0;0;0;0;0;0;0;1715;0;0;0;0;-1;0;0;0;2268;0;0;-1;-1;-1;0;0;0;0;-1;0;0;1051;0;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;0;0;-1;-1;-1;0;-1;0;-1;0;-1;-1;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Lee et al. - 2010 - Process-oriented development of failure reporting,;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19571;0;-1;0;0;0;0;-1;0;0;0;0;0;0;1957;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Bussemaker et al. - 2023 - The AGILE 4.0 Project MBSE to Support Cyber‐Physi;0;0;0;0;0;0;0;0;0;0;-1;1019;0;-1;0;4500;0;0;0;0;0;0;0;-1;0;0;-1;-1;-1;0;0;-1;0;0;0;0;0;0;-1;0;0;2894;0;0;0;-1;0;0;0;-1;0;0;1626;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;1031;-1;-1;0;1628;-1;0;-1;0;0;0;0;0;0;-1;0;-1;-1;0;0;-1;-1;0;0;0;-1;0;0;0;5362;2433;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;1094;0;0;0;24777;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;-1;-1
Fu et al. - 2019 - Semantic Representation of Design Process Knowledg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al-Shdifat et al. - 2020 - Ontology-based context resolution in internet of t;0;0;0;0;0;0;0;0;0;1893;0;0;0;0;0;0;0;-1;0;0;-1;1617;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;3100;0;-1;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;3060;0;0;-1;0;0;0;0;0;-1;-1;0;-1;0;0;0;-1;-1;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3064;0;0;0;0;2548;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;2131;0;0;0;0;0;0;0;0;0;0;-1;0
Ko et al. - 2009 - Business process management (BPM) standards a sur;0;0;0;0;0;0;0;0;1927;-1;0;0;0;0;0;0;0;2380;0;0;0;0;0;0;4671;0;0;-1;0;0;0;-1;0;0;22920;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;-1;-1;-1;0;0;0;19645;2758;-1;0;10778;-1;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2991;-1;1366;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;1120;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Jeyaraj und Liscouët-Hanke - 2022 - A Safety-Focused System Architecting Framework for;0;0;0;0;0;0;1946;0;0;0;4223;0;0;3474;0;17791;0;4221;0;0;0;-1;2128;0;0;0;6347;0;0;0;0;0;0;0;3310;0;0;0;3672;0;0;0;0;0;0;0;0;0;10581;4223;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;-1;-1;0;5360;-1;0;-1;0;-1;-1;0;-1;0;-1;0;-1;0;0;0;0;-1;-1;-1;0;-1;1506;17791;0;0;0;0;0;0;0;0;0;0;0;25286;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Reichwein - 2011 - Application-specific UML profiles for multidiscipl;0;0;0;0;0;0;0;0;0;0;16871;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1453;0;-1;-1;0;0;3159;63605;0;0;1072;0;0;-1;0;0;0;9749;0;0;1010;48156;0;0;0;0;0;8705;0;17741;0;0;-1;0;0;0;0;62164;0;0;0;0;0;-1;-1;0;0;0;-1;-1;0;-1;0;-1;0;-1;258427;-1;0;-1;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;25550;2044;-1;-1;0;0;0;-1;0;-1;-1;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;8871;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Vucinic - 2010 - Multidisciplinary visualization aspects in Europea;0;0;0;0;0;0;0;0;2058;0;0;0;0;0;0;1212;0;1047;-1;0;0;0;0;0;0;0;2121;0;0;0;0;-1;0;0;0;4977;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;-1;0;0;0;-1;0;-1;0;0;0;0;0;3195;0;-1;0;-1;8267;0;-1;-1;-1;-1;0;-1;0;-1;0;-1;-1;-1;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3021;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39934;0;0;0;0;1309;0;-1;0;0;8322;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Zhai et al. - 2017 - Research on Knowledge Network Modelling for Aero-c;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;1749;0;-1;-1;0;0;0;0;-1;0;-1;0;-1;0;-1;0;3237;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;1588;0;-1;0;0;0;-1;5501;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;-1;0;0;-1;-1;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pandey und Pandey - 2017 - JSON and its use in Semantic Web;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bruni et al. - The Assisted Experimental Designer A Decision Sup;0;0;0;0;0;0;0;0;-1;1757;-1;0;0;0;0;0;0;1907;0;0;3491;-1;0;0;0;0;1819;0;0;0;0;-1;0;0;0;0;0;0;-1;2751;0;0;0;0;0;0;-1;0;-1;-1;-1;-1;0;2407;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Raju Kulkarni et al. - 2017 - Combining semantic web technologies and KBE to sol;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1528;0;0;0;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;-1;0;0;5517;0;0;0;-1;0;0;0;-1;0;2836;0;0;0;0;0;0;0;-1;0;0;9425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;2398;0;0;-1;0;0;0;0;0;0;0;1767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Courter et al. - 2010 - Beyond desktop point and click Immersive walkthro;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;3372;0;5279;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1043;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;-1;-1;0;0;25776;-1;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;3826;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Löhr et al. - 2012 - Data management backbone for embedded and pc-based;0;0;0;0;0;0;0;0;0;0;1374;0;0;0;0;0;0;0;-1;0;0;0;-1;0;13352;0;0;0;0;0;0;0;0;0;3019;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;2520;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;-1;0;0;-1;0;-1;0;0;-1;-1;0;4488;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5758;0;0;0;0;0;0;0;0;-1;0
Agrawal et al. - 2004 - Web-based visualization framework for decision-mak;0;0;0;0;0;0;0;0;0;0;-1;0;0;5133;0;0;0;0;0;0;0;2669;0;0;-1;0;-1;20861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;-1;0;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;10448;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Mangel et al. - 2021 - Data Reliability and Trustworthiness Through Digit;0;0;1660;0;0;0;0;0;1987;0;-1;0;0;0;0;0;0;1386;0;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;3820;0;-1;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;6356;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Zhu et al. - 2023 - A Survey of Advanced Information Fusion System fr;0;0;0;0;0;0;0;0;1107;-1;4681;0;0;0;0;0;0;1582;0;0;1695;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1899;0;0;0;-1;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;0;0;8604;0;0;0;1391;0;0;0;0;0;1109;0;1480;0;-1;0;0;-1;0;-1;-1;0;-1;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;5044;0;0;0;0;0;-1;-1;0;-1;0;0;0;0;0;0;1041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Yaman - 2020 - Model-Based Approach for Product Requirement Repre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3121;0;0;-1;0;0;0;94093;0;0;0;0;0;-1;0;0;0;1084;0;0;5017;2115;0;-1;0;0;-1;12874;-1;1360;0;0;0;0;0;0;0;10071;0;0;0;-1;0;-1;10948;0;0;-1;-1;-1;0;-1;0;-1;0;-1;-1;-1;0;-1;0;-1;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;2339;0;0;0;0;0;4079;0;-1;0;0;0;0;1948;0;0;0;0;0;0;0;0;-1;0
