process,software,data item,data model,data format specification
,sas,explicit geometry,,
,reasoner,explicit geometry,,
, engineering java programming,explicit geometry,,
,outlook,explicit geometry,,
,access,explicit geometry,,
,visualization package,explicit geometry,,
,wikipedia,explicit geometry,,
,ke-chain,explicit geometry,,
,expert systems,explicit geometry,,
,rce,explicit geometry,,
,python application,explicit geometry,,
,flops,explicit geometry,,
,workflow systems,explicit geometry,,
,data mining,explicit geometry,,
,word,explicit geometry,,
,cloud visualization,explicit geometry,,
,cad programming interface,explicit geometry,,
,,explicit geometry,aerospace ontology,
,,explicit geometry,owl-ql,
,,explicit geometry,owl dl,
,,explicit geometry,uml,
,,explicit geometry,sysml ,
,,explicit geometry,topic maps,
,,explicit geometry,xml-schema-definition,
,,explicit geometry,nasa taxonomy,
,,explicit geometry,python,
,,explicit geometry,sysml,
,,explicit geometry,sparql,
,,explicit geometry,express,
,,explicit geometry,vba,
,,explicit geometry,,igs
,,explicit geometry,,mov
,,explicit geometry,,ad_asm
,,explicit geometry,,direct api
,,explicit geometry,,database
,,explicit geometry,,wav
,,explicit geometry,,ms excel
,,explicit geometry,,stl
,,explicit geometry,,json
,,explicit geometry,,iges
,,explicit geometry,,xml
,,explicit geometry,,step
,,explicit geometry,,pdf
,,explicit geometry,,vrml
,,explicit geometry,,html
,,explicit geometry,,owl
,,explicit geometry,,add
,,explicit geometry,,flat file
,,explicit geometry,,ms word
,,explicit geometry,,tiff
,,explicit geometry,,rdf
knowledge based engineering,,metadata,,
business process integration,,metadata,,
training,,metadata,,
preliminary design,,metadata,,
information clustering,,metadata,,
knowledge interaction,,metadata,,
multidisciplinary modeling,,metadata,,
processing,,metadata,,
information sharing,,metadata,,
evaluation,,metadata,,
manufacturing,,metadata,,
life cycle simulation,,metadata,,
information search,,metadata,,
product support,,metadata,,
design,,metadata,,
ground test,,metadata,,
data validation,,metadata,,
disciplinary analysis,,metadata,,
acquisition,,metadata,,
manufacture,,metadata,,
ontology modeling,,metadata,,
general assembly,,metadata,,
conceptual modelling,,metadata,,
failure,,metadata,,
data storage,,metadata,,
knowledge exploration,,metadata,,
knowledge classification,,metadata,,
system identification,,metadata,,
knowledge capture,,metadata,,
express ontology,,metadata,,
analysis,,metadata,,
knowledge management,,metadata,,
development,,metadata,,
detailed design,,metadata,,
knowledge discovery,,metadata,,
failure management,,metadata,,
project planning,,metadata,,
dissemination,,metadata,,
problem solving,,metadata,,
decision support,,metadata,,
system arch,,metadata,,
flight test report,,metadata,,
customer service,,metadata,,
system specification,,metadata,,
design concepts formalization,,metadata,,
product verification,,metadata,,
archive,,metadata,,
concept design,,metadata,,
product data management,,metadata,,
review,,metadata,,
access product design data,,metadata,,
automated reasoning,,metadata,,
share documents,,metadata,,
context inference,,metadata,,
inference,,metadata,,
scheduling,,metadata,,
mission analysis,,metadata,,
product design,,metadata,,
workflow management,,metadata,,
check,,metadata,,
engine analysis,,metadata,,
resource description,,metadata,,
system design,,metadata,,
link analysis,,metadata,,
information classification,,metadata,,
feature processing,,metadata,,
enterprise resource planning,,metadata,,
detailed,,metadata,,
flight test,,metadata,,
semantic representation,,metadata,,
solving,,metadata,,
calculation report,,metadata,,
navigation,,metadata,,
system integration,,metadata,,
nation decision,,metadata,,
reasoning,,metadata,,
creation,,metadata,,
knowledge engineering,,metadata,,
knowledge storage,,metadata,,
configuration management,,metadata,,
knowledge base building,,metadata,,
design space visualization,,metadata,,
system synthesis,,metadata,,
test report,,metadata,,
data visualization,,metadata,,
,express application,metadata,,
,web server,metadata,,
,fortran application,metadata,,
,multi-agent collaborative system,metadata,,
,triple store,metadata,,
,api,metadata,,
,google,metadata,,
,web-based decision tool,metadata,,
,java application,metadata,,
,learning tools,metadata,,
,file server,metadata,,
,tr,metadata,,
,product data management system,metadata,,
,share point,metadata,,
,reasoner,metadata,,
, engineering java programming,metadata,,
,access,metadata,,
,visualization package,metadata,,
,ke-chain,metadata,,
,expert systems,metadata,,
,rce,metadata,,
,python application,metadata,,
,workflow systems,metadata,,
,data mining,metadata,,
,word,metadata,,
,cloud visualization,metadata,,
,,metadata,aerospace ontology,
,,metadata,owl-ql,
,,metadata,owl dl,
,,metadata,uml,
,,metadata,sysml ,
,,metadata,topic maps,
,,metadata,sql,
,,metadata,xml-schema-definition,
,,metadata,nasa taxonomy,
,,metadata,python,
,,metadata,sysml,
,,metadata,sparql,
,,metadata,express,
,,metadata,,direct api
,,metadata,,database
,,metadata,,json
,,metadata,,xml
,,metadata,,step
,,metadata,,pdf
,,metadata,,html
,,metadata,,owl
,,metadata,,add
,,metadata,,ms word
,,metadata,,rdf
knowledge based engineering,,ontology,,
business process integration,,ontology,,
training,,ontology,,
preliminary design,,ontology,,
information clustering,,ontology,,
knowledge interaction,,ontology,,
semantic lexicon,,ontology,,
multidisciplinary modeling,,ontology,,
processing,,ontology,,
information sharing,,ontology,,
evaluation,,ontology,,
manufacturing,,ontology,,
life cycle simulation,,ontology,,
mdo process formulation,,ontology,,
information search,,ontology,,
design blueprint,,ontology,,
product support,,ontology,,
design,,ontology,,
certification,,ontology,,
ground test,,ontology,,
processe data,,ontology,,
data validation,,ontology,,
structural solver,,ontology,,
disciplinary analysis,,ontology,,
acquisition,,ontology,,
tooling development,,ontology,,
manufacture,,ontology,,
ontology modeling,,ontology,,
general assembly,,ontology,,
conceptual modelling,,ontology,,
failure,,ontology,,
data storage,,ontology,,
knowledge exploration,,ontology,,
knowledge classification,,ontology,,
system identification,,ontology,,
knowledge capture,,ontology,,
express ontology,,ontology,,
analysis,,ontology,,
knowledge management,,ontology,,
development,,ontology,,
detailed design,,ontology,,
knowledge discovery,,ontology,,
failure management,,ontology,,
project planning,,ontology,,
dissemination,,ontology,,
ontological engineering,,ontology,,
problem solving,,ontology,,
decision support,,ontology,,
system arch,,ontology,,
flight test report,,ontology,,
customer service,,ontology,,
system specification,,ontology,,
design concepts formalization,,ontology,,
product verification,,ontology,,
archive,,ontology,,
concept design,,ontology,,
product data management,,ontology,,
review,,ontology,,
access product design data,,ontology,,
automated reasoning,,ontology,,
share documents,,ontology,,
context inference,,ontology,,
inference,,ontology,,
scheduling,,ontology,,
mission analysis,,ontology,,
product design,,ontology,,
manufacturing preparation,,ontology,,
workflow management,,ontology,,
check,,ontology,,
engine analysis,,ontology,,
resource description,,ontology,,
flight-test preparation,,ontology,,
analyzing,,ontology,,
system design,,ontology,,
link analysis,,ontology,,
information classification,,ontology,,
feature processing,,ontology,,
information push,,ontology,,
enterprise resource planning,,ontology,,
detailed,,ontology,,
flight test,,ontology,,
semantic representation,,ontology,,
plm,,ontology,,
solving,,ontology,,
calculation report,,ontology,,
navigation,,ontology,,
system integration,,ontology,,
airworthiness test,,ontology,,
convert file formats,,ontology,,
nation decision,,ontology,,
reasoning,,ontology,,
creation,,ontology,,
crawling,,ontology,,
knowledge engineering,,ontology,,
knowledge storage,,ontology,,
configuration management,,ontology,,
knowledge base building,,ontology,,
design space visualization,,ontology,,
system synthesis,,ontology,,
test report,,ontology,,
optimization,,ontology,,
physical sensing,,ontology,,
data visualization,,ontology,,
,express application,ontology,,
,isight,ontology,,
,git,ontology,,
,aaa,ontology,,
,web server,ontology,,
,matlab,ontology,,
,multi-agent collaborative system,ontology,,
,triple store,ontology,,
,ideas,ontology,,
,api,ontology,,
,google,ontology,,
,web-based decision tool,ontology,,
,java application,ontology,,
,catia,ontology,,
,learning tools,ontology,,
,file server,ontology,,
,tr,ontology,,
,optimus,ontology,,
,prado,ontology,,
,product data management system,ontology,,
,protégé,ontology,,
,excel,ontology,,
,share point,ontology,,
,eclipse,ontology,,
,reasoner,ontology,,
,solidworks,ontology,,
, engineering java programming,ontology,,
,outlook,ontology,,
,access,ontology,,
,visualization package,ontology,,
,wikipedia,ontology,,
,ke-chain,ontology,,
,expert systems,ontology,,
,rce,ontology,,
,python application,ontology,,
,workflow systems,ontology,,
,data mining,ontology,,
,word,ontology,,
,cloud visualization,ontology,,
,modelcenter,ontology,,
,cad programming interface,ontology,,
,,ontology,aerospace ontology,
,,ontology,owl-ql,
,,ontology,owl dl,
,,ontology,uml,
,,ontology,sysml ,
,,ontology,topic maps,
,,ontology,sql,
,,ontology,xml-schema-definition,
,,ontology,rds,
,,ontology,nasa taxonomy,
,,ontology,wordnet,
,,ontology,python,
,,ontology,sysml,
,,ontology,sparql,
,,ontology,cco,
,,ontology,openvsp,
,,ontology,express,
,,ontology,vba,
,,ontology,,igs
,,ontology,,mov
,,ontology,,ad_asm
,,ontology,,direct api
,,ontology,,database
,,ontology,,wav
,,ontology,,ms excel
,,ontology,,stl
,,ontology,,json
,,ontology,,xml
,,ontology,,step
,,ontology,,pdf
,,ontology,,vrml
,,ontology,,html
,,ontology,,owl
,,ontology,,add
,,ontology,,flat file
,,ontology,,ms word
,,ontology,,tiff
,,ontology,,rdf
knowledge based engineering,,section description,,
business process integration,,section description,,
training,,section description,,
preliminary design,,section description,,
information clustering,,section description,,
